#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-25 20:02:18
2017-04-26 14:23:18 118.67.248.120 GET /assets/images/news3.jpg - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 15039
2017-04-26 14:23:18 118.67.248.120 GET /assets/images/news4.jpg - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 17804
2017-04-26 14:23:18 118.67.248.120 GET /assets/fonts/fontawesome-webfont.ttf v=4.0.3 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 16337
2017-04-26 14:23:25 118.67.248.120 GET /assets/images/patterns/overlay1.png - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 404 0 2 2059
2017-04-26 14:23:39 118.67.248.120 GET /contact.html - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 768
2017-04-26 14:23:40 118.67.248.120 GET /assets/images/slides/img1.jpg 1493216583343 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 995 30599
2017-04-26 14:23:40 118.67.248.120 GET /assets/js/google-map.js - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 792
2017-04-26 14:23:41 118.67.248.120 GET /assets/fonts/fontawesome-webfont.woff v=4.0.3 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 404 3 64 1476
2017-04-26 14:24:11 118.67.248.120 GET /assets/images/bg_header.jpg - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 64 32686
2017-04-26 14:25:48 118.67.248.120 GET /robots.txt - 80 - 141.8.142.26 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) 404 0 2 362
